text,processed,polarity_score,polarity
"Setiap ke Bandung selalu menginap di sini. Nyaman. Staff ramah 👍🏻. Breakfastnya juga enak-enak dan banyak pilihan. Walaupun saya seorang vegetarian tetap bisa milih berbagai makanan, bulan Agustus kemaren tumben saya harus mengeluarkan uang untuk deposite sebnyak 200.000 (walaupun saat check out dikembalikan 100% dengan proses yang sngd cepat👍🏻) tapi menurut saya deposite segitu lumayan banyak. Semoga jadi bahan pertimbangan 🙏🏻. Untuk next setiap ke Bandung tetap selalu pilihanku eL Hhotel👏🏻👍🏻 terima kasih.",bandung inap nyaman staff ramah breakfastnya enak enak pilih vegetarian milih makan agustus kemaren tumben uang deposite sebnyak check out proses sngd cepat deposite segitu lumayan moga bahan timbang next bandung pilih el hhotel terima kasih,12,positive
"Gak pernah nyesel nginep di hotel ini, setiap ke Bandung selalu di sini. Hotel mewah dengan budget yang ramah di kantong. Love pokoknya.",gak nyesel nginep hotel bandung hotel mewah budget ramah kantong love pokok,10,positive
"Saraoannya enak, kamarnya bersih, lokasi di tengah kota.",saraoannya enak kamar bersih lokasi kota,4,positive
"Hotel bagus, dekat ke area pusat kota. Pelayanan bagus, tempat bersih. Recommended buat kalian yang ingin liburan ke bandung.",hotel bagus area pusat kota layan bagus bersih recommended libur bandung,11,positive
Kamarnya spacious. Sarapan enak. Variatif. Pelayanan oke. Posisi hotel juga enak deket ke braga. Cuma jalan kaki 50meter sudah sampai braga. Love it.,kamar spacious sarap enak variatif layan oke posisi hotel enak deket braga jalan kaki meter braga love it,24,positive
Terbaik El hotel royale 🥰 Semuanya memuaskan ❤.,el hotel royale muas,3,positive
"Seneng banget nginep di El Hotel karena bersih dan nyaman terus deket juga dengan Brag, kolam renangnya juga bagus, ada air hangat. Kemaren nyoba pijit di spa nya dan hasilnya mantap, makasih ya El Hotel, next kalo ke Bandung bakal selalu nginep di sini, sarapannya juga enak dan banyak variasinya.",neng banget nginep el hotel bersih nyaman deket brag kolam renang bagus air hangat kemaren nyoba pijit spa nya hasil mantap makasih ya el hotel next kalo bandung nginep sarap enak variasi,31,positive
"Hotelnya klasik. Tapi ok banget, bersih, pelayanan ramah, lokasi strategis sekali. Jalan kaki ke braga dan asaf. Pokoknya enak sekali, makannya enak-enak dan banyak. Dan tidak terlalu rame di restorannya. Kolam renangnya bagus, anak-anak suka. Hanya saja untuk tempat duduknya terbatas dan maaih ada saja yang merokok di sekitar kolam renang. Mohon petugasnya agak ketat lagi. Overall memuaskan banget, menginap di sini. Menjadi rekomendasi kalo mau ke bandung, khususnya kalo mau explor braga, asaf dan alun-alun bandung.",hotel klasik ok banget bersih layan ramah lokasi strategis jalan kaki braga asaf pokok enak makan enak enak rame restoran kolam renang bagus anak anak suka duduk batas maaih rokok kolam renang mohon tugas ketat overall muas banget inap rekomendasi kalo bandung kalo explor braga asaf alun alun bandung,26,positive
"Kamar bersih dan nyaman, makan pagi enak dan kolam renang diawasi petugas.",kamar bersih nyaman makan pagi enak kolam renang awas tugas,12,positive
"Kamar bersih, lokasi strategis, kolam renangnya ada air hangat, breakfast menunya beragam dan enak.",kamar bersih lokasi strategis kolam renang air hangat breakfast menu agam enak,11,positive
"Hotelnya bersih, kamar luas, lobbynya keren buat foto-foto, sarapan bervariasi, deket dengan Braga tinggal jalan kaki, staf hotel ramah-ramah, keren buat eL Hotel Bandung. 🥰.",hotel bersih kamar luas lobbynya keren foto foto sarap variasi deket braga tinggal jalan kaki staf hotel ramah ramah keren el hotel bandung,23,positive
"Bagus, nyaman, pokoknya recommended.",bagus nyaman pokok recommended,9,positive
Waktu check in jam 3 beda dengan hotel lain. Menunggu 30 menit tapi dapat upgrade room yang ada bathtub. View balkon cantik ke kolam renang. Ngga kena suara klakson kereta api. Cari parkir juga mudah di basement. Jalan kaki 5 menit ke Jalan Braga pusat kuliner. Sarapan enak dan banyak varian. Kolam renang luas ada air hangat. Proses checkout mudah. Semua ISTIMEWA.,check in jam beda hotel tunggu menit upgrade room bathtub view balkon cantik kolam renang ngga kena suara klakson kereta api cari parkir mudah basement jalan kaki menit jalan braga pusat kuliner sarap enak varian kolam renang luas air hangat proses checkout mudah istimewa,18,positive
"Proses check in cepat, untuk kamar ok (sayangnya tidak ada kran untuk wudhu), rasa dari makanannya ok banget.",proses check in cepat kamar ok sayang kran wudhu makan ok banget,18,positive
"Kamar bersih dan luas, ada kolam renang air hangat, bisa jalan kaki ke Braga n Alun Alun. Sarapan enak, sampai istri yang biasanya jarang sarapan di hotel pas di sini lahap banget. Recommended deh.",kamar bersih luas kolam renang air hangat jalan kaki braga n alun alun sarap enak istri jarang sarap hotel pas lahap banget recommended deh,20,positive
Rekomend untuk hotel dan letak hotelnya.,rekomend hotel letak hotel,2,positive
"Kamar bersih, kolam renang bersih, sarapan pagi berbagai menu dan ini penginapan ke 2x saya, dapat upgrade kamar merdeka dari yang sebelum pemesananya kamar Lembong next kalau ke Bandung pasti nginep kembali di éL Hotel Bandung, happy staycation family.",kamar bersih kolam renang bersih sarap pagi menu inap x upgrade kamar merdeka kamar lembong next bandung nginep l hotel bandung happy staycation family,6,positive
"Kalau ke bandung selalu menginap di sini, hotelnya dekat dari pusat kota apalagi Braga jadi kalau mau jalan-jalan ke Braga jalan kaki dekat sekali, kamarnya bagus dan sarapannya enak dan variatif.",bandung inap hotel pusat kota braga jalan jalan braga jalan kaki kamar bagus sarap enak variatif,14,positive
Excellent. Semua bagian kamar bersih. Semua menu sarapannya enak banget. Semua staff ramah.,excellent kamar bersih menu sarap enak banget staff ramah,14,positive
"Kedua kalinya menginap di sini & selalu puas dengan pelayanannya. Kamar luas, bersih, nyaman, kolam renangnya juga bersih, sarapan cukup lengkap & enak semua. Selalu jadi pilihan hotel kalo main ke Bandung 😊.",kali inap puas layan kamar luas bersih nyaman kolam renang bersih sarap lengkap enak pilih hotel kalo main bandung,22,positive
"Setiap ke bandung menginap di sini, pelayanannya ramah, dan cepat. Sampe hotel jam 12 sudah boleh cekin padahal aturanya jam 3. View bagus kolam air hangat ada. Makanan enak pokonya syukaa.",bandung inap layan ramah cepat sampe hotel jam cekin aturanya jam view bagus kolam air hangat makan enak poko syukaa,18,positive
Nyaman banget. Bersih makanan enak.,nyaman banget bersih makan enak,11,positive
"Lokasi super strategis 2 menit jalan kaki ke Braga, hotel luas, ramah, kamar bagus hanya kamar mandi super sempit. Pasti balik sini karena hotel bagus dengan harga terjangkau.",lokasi super strategis menit jalan kaki braga hotel luas ramah kamar bagus kamar mandi super sempit hotel bagus harga jangkau,19,positive
"Terima kasih atas pengalaman yang menyenangkan selama nginep di sini! Proses check in-nya cukup cepet apalagi sedang musim liburan saat ini jadi rame banget. Makanan, interior, pelayanan, semuanya bagus! ✨️ thank your for all the staff and please stay healthy 🫶",terima kasih alam senang nginep proses check in nya cepet musim libur rame banget makan interior layan bagus thank your for all the staff and please stay healthy,27,positive
"Lokasi strategis, kamar yang nyaman, pelayanan yang ramah.",lokasi strategis kamar nyaman layan ramah,11,positive
"Saya sangat senang menginap di hotel ini, dekat dengan perkotaan, kolam renang ada fasilitas air panasnya, sahur atau breakfast yang cukup beragam menu dan enak, hanya saja anak di atas 5 tahun ada tambah biaya 1 anak 50ribu harusnya biaya breakfast masuk ke dalam biaya saat menginap saja, agar tidak merepotkan.",senang inap hotel kota kolam renang fasilitas air panas sahur breakfast agam menu enak anak biaya anak ribu biaya breakfast masuk biaya inap repot,8,positive
"Bagus banget buat nginap, kamarnya bagus dan bersih. Interiornya juga udah mantap 👍.",bagus banget nginap kamar bagus bersih interior udah mantap,10,positive
"Tiap ke Bandung pasti nginepnya di sini mulu. Selain akses yang mudah, harga yang affordable, yang bikin pengen balik mulu tuh makanannya yang super enak dan bervarian. Ini sih harusnya bintang 5.",bandung nginepnya mulu akses mudah harga affordable bikin ken mulu tuh makan super enak varian sih bintang,25,positive
"Hotel terletak di tengah kota Bandung dekat ke mana-mana mau ke Braga, Asia Afrika atau Alun alun tinggal jalan kaki lobby luas ada welcome drink jus jambu kamar luas dan bersih kolam renang besar dan ada kolam berendam air panasnya staff semuanya ramah serta sarapan pagi semua makanan enak terutama soto daging kwali nya. eL Hotel Royale Bandung 👍.",hotel letak kota bandung braga asia afrika alun alun tinggal jalan kaki lobby luas welcome drink jus jambu kamar luas bersih kolam renang kolam rendam air panas staff ramah sarap pagi makan enak soto daging kwali nya el hotel royale bandung,20,positive
"Selalu nginep di hotel ini kalo ke Bandung, kamarnya bersih, nyaman, sarapannya enak, kolam renangnya mantap, dekat ke Braga, pokoknya puas deh. Thank you eL Hotel Royale Bandung.",nginep hotel kalo bandung kamar bersih nyaman sarap enak kolam renang mantap braga pokok puas deh thank you el hotel royale bandung,22,positive
"Tengah kota, kamar luas, kolam renang luas, sarapan variatif, enak juga. Minusnya terlalu ramai karena banyak acara di hallroom nya, sama satu lagi, kolam renangnya terlalu banyak kaporit bikin rambut keras, kulit dan mata perih 😢 sisanya good semua. 👍",kota kamar luas kolam renang luas sarap variatif enak minus ramai acara hallroom nya kolam renang kaporit bikin rambut keras kulit mata perih sisa good,4,positive
"Hotel nya bagus keren, ke braga bisa jalan kaki, banyak makanan.",hotel nya bagus keren braga jalan kaki makan,4,positive
Untuk menu breakfast nya banyak banget enak-enak semua. Kolam renangnya bersih nyaman dan enak. Cuma untuk kamar ya biasa aja. Overall puas.,menu breakfast nya banget enak enak kolam renang bersih nyaman enak kamar ya aja overall puas,26,positive
"Bikin pengen balik lagi ke hotel ini karena nyaman, staffnya ramah, kebersihannya dijaga banget, breakfastnya juga enak-enak 👌 i like this places ✨.",bikin ken hotel nyaman staffnya ramah bersih jaga banget breakfastnya enak enak i like this places,26,positive
"Ini kedua kali stay di eL Hotel Royale Bandung. Hotel bangunan lama benernya, tapi bersih banget, terawat. Room saya gak ada masalah sama sekali, pool besar, airnya bersih, ada pool buat anak-anak juga. Petugas hotel ramah, dan terutama breakfastnya, enak semua rasanya. Soal lokasi gak usah kuatir, tinggal jalan kaki sampe ke Jalan Braga, bisa kulineran atau cuma sekedar beli kopi doang juga boleh. Deket juga ke alun-alun Bandung. Sedikit kurang di tempat parkir karena sedikit sempit. But its ok. Untung pake mobil kecil.",kali stay el hotel royale bandung hotel bangun benernya bersih banget awat room gak pool air bersih pool anak anak tugas hotel ramah breakfastnya enak lokasi gak kuatir tinggal jalan kaki sampe jalan braga kuliner dar beli kopi doang deket alun alun bandung parkir sempit but its ok untung pake mobil,16,positive
Kita mah langganan di situ. Sangat recommended.,mah langgan situ recommended,2,positive
Kamar luas. Fasilitas ok. Channel tv lengkap. Wifi ngebut. Sarapan puas.,kamar luas fasilitas ok channel tv lengkap wifi ngebut sarap puas,17,positive
"Keren sih, check-in/out cepet, dapet room viewnya ke arah rel kereta, sesuai request 😉 jadi anak-anak ada hiburan lain, liat kereta dari lantai 16, sarapan lumayan lengkap, AC dingin, sedikit agak kurang paling kolam berasa klorinnya, sama TV yang agak jadul+remote nya bukan ori jadi agak susah pas pindah-pindah channel, tapi tetep keren lah. Jadi salah satu favorit kalo nanti staycation lagi. Makasih eL Hotel Royale Bandung.",keren sih check in out cepet dapet room viewnya arah rel kereta sesuai request anak anak hibur liat kereta lantai sarap lumayan lengkap ac dingin kolam asa klorin tv jadul remote nya ori susah pas pindah pindah channel tetep keren salah favorit kalo staycation makasih el hotel royale bandung,3,positive
"Pertama kalinya nginep di eL Hotel Royale Bandung. Sangat memuaskan, pokoknya wajib nginep di sini. Pelayannya ramah-ramah banget, kamar bersih, semua bersih dan wangi. Nyaman adem. Sarapannya juga banyak pilihan, enak-enak banget semuanya. Sangat recommended ☺️",kali nginep el hotel royale bandung muas pokok wajib nginep layan ramah ramah banget kamar bersih bersih wangi nyaman adem sarap pilih enak enak banget recommended,36,positive
Keren proses check in gampang makanan enak kamar bersih cuma banyak di dalam lift yang asal mencet no lantai tanpa kartu padahal hanya lewat kartu baru otomatis lantai kita menginap menyala.,keren proses check in gampang makan enak kamar bersih lift mencet no lantai kartu kartu otomatis lantai inap nyala,19,positive
Hotel yang menyenangkan & sangat nyaman. 🥰,hotel senang nyaman,10,positive
"Baru pertama kali nginep di eL Hotel Royale Bandung dari lobby udah terlihat mewah, kamar yang bagus, luas, nyaman, bersih, ditambah sarapan yang enak-enak. Next bisa berkunjung lagi nanti kalau liburan ke Bandung, thank you.",kali nginep el hotel royale bandung lobby udah mewah kamar bagus luas nyaman bersih sarap enak enak next kunjung libur bandung thank you,26,positive
Udah 3x kemari. Kl lagi males explore hotel yang lain. Ini jadi runukan utama ketika menginap d bandung. No debat.,udah x kemari kl males explore hotel runukan utama inap d bandung no debat,1,positive
"Hotel nyaman, lokasi strategis fasilitas lengkap … selalu punya kenangan jika menginap di sini.",hotel nyaman lokasi strategis fasilitas lengkap kenang inap,14,positive
Gak pernah kecewa deh kl staycation di sini.,gak kecewa deh kl staycation,0,neutral
"Pertama kali menginap di sini, so far nyaman sekali, untuk breakfast banyak pilihan menu dan rasanya juara, thank you eL Hotel Royale Bandung, alhamdulillah dapat best city view.",kali inap so far nyaman breakfast pilih menu juara thank you el hotel royale bandung alhamdulillah best city view,10,positive
"Pelayan hotelnya ramah, menu makanan bervariasi. Overall is the best 😁👍.",layan hotel ramah menu makan variasi overall is the best,9,positive
"2 malam menginap di sini bersama keluarga sangat menyenangkan, staf ramah, sarapan bervariasi, kamar bersih, kolam renang besar dan ada air hangatnya semoga suatu saat nanti bisa liburan ke sini lagi 🤗.",malam inap keluarga senang staf ramah sarap variasi kamar bersih kolam renang air hangat moga libur,23,positive
"Happy banget satycation di eL Hotel Royale Bandung, menu sarapannya enak-enak semua, alhamdulillah anak-anak happy, swimming poolnya gede, kalo mau ke Braga bisa jalan, dapat kamar city view 🥰.",happy banget satycation el hotel royale bandung menu sarap enak enak alhamdulillah anak anak happy swimming poolnya gede kalo braga jalan kamar city view,22,positive
"Tempatnya nyaman dan bersih, sukakk bangett. Anak anak juga happy dan pengen staycation di el royal lagi.",nyaman bersih sukakk bangett anak anak happy ken staycation el royal,1,positive
